{47209} -> {24852} (conf: 0.146, supp: 0.010, lift: 0.992, conv: 0.999)
{24852} -> {47209} (conf: 0.065, supp: 0.010, lift: 0.992, conv: 0.999)
{24852} -> {22935} (conf: 0.035, supp: 0.005, lift: 1.005, conv: 1.000)
{22935} -> {24852} (conf: 0.148, supp: 0.005, lift: 1.005, conv: 1.001)
{16797} -> {13176} (conf: 0.123, supp: 0.005, lift: 1.042, conv: 1.006)
{13176} -> {16797} (conf: 0.047, supp: 0.005, lift: 1.042, conv: 1.002)
{47626} -> {13176} (conf: 0.127, supp: 0.006, lift: 1.078, conv: 1.011)
{13176} -> {47626} (conf: 0.052, supp: 0.006, lift: 1.078, conv: 1.004)
{47766} -> {13176} (conf: 0.130, supp: 0.007, lift: 1.102, conv: 1.014)
{13176} -> {47766} (conf: 0.061, supp: 0.007, lift: 1.102, conv: 1.006)
{27966} -> {24852} (conf: 0.167, supp: 0.007, lift: 1.136, conv: 1.024)
{24852} -> {27966} (conf: 0.048, supp: 0.007, lift: 1.136, conv: 1.006)
{24964} -> {24852} (conf: 0.174, supp: 0.006, lift: 1.185, conv: 1.033)
{24852} -> {24964} (conf: 0.040, supp: 0.006, lift: 1.185, conv: 1.007)
{26209} -> {13176} (conf: 0.149, supp: 0.007, lift: 1.260, conv: 1.036)
{13176} -> {26209} (conf: 0.055, supp: 0.007, lift: 1.260, conv: 1.012)
{45007} -> {24852} (conf: 0.185, supp: 0.006, lift: 1.261, conv: 1.047)
{24852} -> {45007} (conf: 0.041, supp: 0.006, lift: 1.261, conv: 1.009)
{39275} -> {24852} (conf: 0.190, supp: 0.006, lift: 1.291, conv: 1.053)
{24852} -> {39275} (conf: 0.041, supp: 0.006, lift: 1.291, conv: 1.010)
{47626} -> {21137} (conf: 0.108, supp: 0.005, lift: 1.308, conv: 1.028)
{21137} -> {47626} (conf: 0.063, supp: 0.005, lift: 1.308, conv: 1.016)
{8277} -> {24852} (conf: 0.204, supp: 0.005, lift: 1.392, conv: 1.072)
{24852} -> {8277} (conf: 0.036, supp: 0.005, lift: 1.392, conv: 1.011)
{24852} -> {21137} (conf: 0.119, supp: 0.017, lift: 1.442, conv: 1.041)
{21137} -> {24852} (conf: 0.212, supp: 0.017, lift: 1.442, conv: 1.082)
{24852} -> {21903} (conf: 0.109, supp: 0.016, lift: 1.445, conv: 1.038)
{21903} -> {24852} (conf: 0.212, supp: 0.016, lift: 1.445, conv: 1.083)
{42265} -> {24852} (conf: 0.217, supp: 0.005, lift: 1.480, conv: 1.090)
{24852} -> {42265} (conf: 0.036, supp: 0.005, lift: 1.480, conv: 1.012)
{40706} -> {24852} (conf: 0.222, supp: 0.006, lift: 1.515, conv: 1.097)
{24852} -> {40706} (conf: 0.040, supp: 0.006, lift: 1.515, conv: 1.014)
{26209} -> {24852} (conf: 0.226, supp: 0.010, lift: 1.537, conv: 1.102)
{24852} -> {26209} (conf: 0.067, supp: 0.010, lift: 1.537, conv: 1.025)
{27845} -> {24852} (conf: 0.229, supp: 0.010, lift: 1.559, conv: 1.106)
{24852} -> {27845} (conf: 0.067, supp: 0.010, lift: 1.559, conv: 1.026)
{37646} -> {24852} (conf: 0.233, supp: 0.005, lift: 1.588, conv: 1.113)
{24852} -> {37646} (conf: 0.036, supp: 0.005, lift: 1.588, conv: 1.014)
{27845} -> {13176} (conf: 0.193, supp: 0.008, lift: 1.637, conv: 1.093)
{13176} -> {27845} (conf: 0.070, supp: 0.008, lift: 1.637, conv: 1.029)
{27845} -> {21903} (conf: 0.123, supp: 0.005, lift: 1.640, conv: 1.055)
{21903} -> {27845} (conf: 0.070, supp: 0.005, lift: 1.640, conv: 1.029)
{26209} -> {21137} (conf: 0.135, supp: 0.006, lift: 1.641, conv: 1.061)
{21137} -> {26209} (conf: 0.072, supp: 0.006, lift: 1.641, conv: 1.030)
{47766} -> {21137} (conf: 0.136, supp: 0.007, lift: 1.652, conv: 1.062)
{21137} -> {47766} (conf: 0.091, supp: 0.007, lift: 1.652, conv: 1.040)
{24964} -> {13176} (conf: 0.195, supp: 0.007, lift: 1.653, conv: 1.096)
{13176} -> {24964} (conf: 0.056, supp: 0.007, lift: 1.653, conv: 1.024)
{40706} -> {13176} (conf: 0.198, supp: 0.005, lift: 1.681, conv: 1.100)
{13176} -> {40706} (conf: 0.044, supp: 0.005, lift: 1.681, conv: 1.019)
{30489} -> {24852} (conf: 0.254, supp: 0.006, lift: 1.732, conv: 1.144)
{24852} -> {30489} (conf: 0.038, supp: 0.006, lift: 1.732, conv: 1.017)
{27966} -> {21903} (conf: 0.132, supp: 0.006, lift: 1.753, conv: 1.065)
{21903} -> {27966} (conf: 0.075, supp: 0.006, lift: 1.753, conv: 1.035)
{21903} -> {13176} (conf: 0.209, supp: 0.016, lift: 1.771, conv: 1.115)
{13176} -> {21903} (conf: 0.133, supp: 0.016, lift: 1.771, conv: 1.067)
{22935} -> {21137} (conf: 0.147, supp: 0.005, lift: 1.787, conv: 1.076)
{21137} -> {22935} (conf: 0.063, supp: 0.005, lift: 1.787, conv: 1.030)
{47626} -> {24852} (conf: 0.268, supp: 0.013, lift: 1.823, conv: 1.165)
{24852} -> {47626} (conf: 0.088, supp: 0.013, lift: 1.823, conv: 1.043)
{45007} -> {13176} (conf: 0.216, supp: 0.007, lift: 1.833, conv: 1.125)
{13176} -> {45007} (conf: 0.060, supp: 0.007, lift: 1.833, conv: 1.029)
{22935} -> {13176} (conf: 0.217, supp: 0.008, lift: 1.841, conv: 1.127)
{13176} -> {22935} (conf: 0.065, supp: 0.008, lift: 1.841, conv: 1.032)
{39275} -> {13176} (conf: 0.219, supp: 0.007, lift: 1.856, conv: 1.129)
{13176} -> {39275} (conf: 0.058, supp: 0.007, lift: 1.856, conv: 1.029)
{21903} -> {21137} (conf: 0.158, supp: 0.012, lift: 1.919, conv: 1.090)
{21137} -> {21903} (conf: 0.144, supp: 0.012, lift: 1.919, conv: 1.081)
{24852} -> {16797} (conf: 0.088, supp: 0.013, lift: 1.968, conv: 1.047)
{16797} -> {24852} (conf: 0.289, supp: 0.013, lift: 1.968, conv: 1.200)
{26209} -> {21903} (conf: 0.148, supp: 0.006, lift: 1.968, conv: 1.085)
{21903} -> {26209} (conf: 0.086, supp: 0.006, lift: 1.968, conv: 1.046)
{4605} -> {24852} (conf: 0.289, supp: 0.007, lift: 1.969, conv: 1.200)
{24852} -> {4605} (conf: 0.045, supp: 0.007, lift: 1.969, conv: 1.023)
{9076} -> {24852} (conf: 0.292, supp: 0.005, lift: 1.987, conv: 1.205)
{24852} -> {9076} (conf: 0.035, supp: 0.005, lift: 1.987, conv: 1.018)
{47626} -> {21903} (conf: 0.150, supp: 0.007, lift: 1.988, conv: 1.087)
{21903} -> {47626} (conf: 0.096, supp: 0.007, lift: 1.988, conv: 1.052)
{21137} -> {13176} (conf: 0.235, supp: 0.019, lift: 1.989, conv: 1.153)
{13176} -> {21137} (conf: 0.164, supp: 0.019, lift: 1.989, conv: 1.097)
{4920} -> {24852} (conf: 0.297, supp: 0.008, lift: 2.022, conv: 1.213)
{24852} -> {4920} (conf: 0.052, supp: 0.008, lift: 2.022, conv: 1.028)
{47766} -> {24852} (conf: 0.302, supp: 0.017, lift: 2.056, conv: 1.222)
{24852} -> {47766} (conf: 0.113, supp: 0.017, lift: 2.056, conv: 1.066)
{27845} -> {21137} (conf: 0.173, supp: 0.007, lift: 2.106, conv: 1.110)
{21137} -> {27845} (conf: 0.090, supp: 0.007, lift: 2.106, conv: 1.052)
{47209} -> {26209} (conf: 0.094, supp: 0.006, lift: 2.150, conv: 1.056)
{26209} -> {47209} (conf: 0.142, supp: 0.006, lift: 2.150, conv: 1.088)
{47209} -> {21903} (conf: 0.164, supp: 0.011, lift: 2.176, conv: 1.106)
{21903} -> {47209} (conf: 0.144, supp: 0.011, lift: 2.176, conv: 1.091)
{5876} -> {13176} (conf: 0.257, supp: 0.007, lift: 2.177, conv: 1.187)
{13176} -> {5876} (conf: 0.059, supp: 0.007, lift: 2.177, conv: 1.034)
{37646} -> {13176} (conf: 0.261, supp: 0.006, lift: 2.214, conv: 1.194)
{13176} -> {37646} (conf: 0.050, supp: 0.006, lift: 2.214, conv: 1.029)
{49683} -> {24852} (conf: 0.329, supp: 0.010, lift: 2.243, conv: 1.272)
{24852} -> {49683} (conf: 0.067, supp: 0.010, lift: 2.243, conv: 1.040)
{30391} -> {13176} (conf: 0.268, supp: 0.007, lift: 2.273, conv: 1.205)
{13176} -> {30391} (conf: 0.058, supp: 0.007, lift: 2.273, conv: 1.034)
{22935} -> {21903} (conf: 0.174, supp: 0.006, lift: 2.310, conv: 1.119)
{21903} -> {22935} (conf: 0.081, supp: 0.006, lift: 2.310, conv: 1.050)
{47209} -> {21137} (conf: 0.192, supp: 0.013, lift: 2.327, conv: 1.135)
{21137} -> {47209} (conf: 0.154, supp: 0.013, lift: 2.327, conv: 1.104)
{47766} -> {21903} (conf: 0.175, supp: 0.010, lift: 2.330, conv: 1.121)
{21903} -> {47766} (conf: 0.128, supp: 0.010, lift: 2.330, conv: 1.084)
{8277} -> {13176} (conf: 0.279, supp: 0.007, lift: 2.367, conv: 1.224)
{13176} -> {8277} (conf: 0.062, supp: 0.007, lift: 2.367, conv: 1.038)
{47209} -> {45007} (conf: 0.077, supp: 0.005, lift: 2.369, conv: 1.049)
{45007} -> {47209} (conf: 0.156, supp: 0.005, lift: 2.369, conv: 1.107)
{45066} -> {24852} (conf: 0.356, supp: 0.009, lift: 2.423, conv: 1.324)
{24852} -> {45066} (conf: 0.060, supp: 0.009, lift: 2.423, conv: 1.038)
{47209} -> {24964} (conf: 0.083, supp: 0.005, lift: 2.440, conv: 1.053)
{24964} -> {47209} (conf: 0.161, supp: 0.005, lift: 2.440, conv: 1.113)
{47209} -> {13176} (conf: 0.293, supp: 0.019, lift: 2.484, conv: 1.248)
{13176} -> {47209} (conf: 0.164, supp: 0.019, lift: 2.484, conv: 1.117)
{30391} -> {21137} (conf: 0.207, supp: 0.005, lift: 2.512, conv: 1.157)
{21137} -> {30391} (conf: 0.064, supp: 0.005, lift: 2.512, conv: 1.041)
{27966} -> {13176} (conf: 0.297, supp: 0.013, lift: 2.512, conv: 1.254)
{13176} -> {27966} (conf: 0.107, supp: 0.013, lift: 2.512, conv: 1.072)
{40706} -> {21903} (conf: 0.190, supp: 0.005, lift: 2.532, conv: 1.142)
{21903} -> {40706} (conf: 0.067, supp: 0.005, lift: 2.532, conv: 1.043)
{24964} -> {21903} (conf: 0.191, supp: 0.007, lift: 2.546, conv: 1.144)
{21903} -> {24964} (conf: 0.087, supp: 0.007, lift: 2.546, conv: 1.058)
{28204} -> {24852} (conf: 0.378, supp: 0.011, lift: 2.577, conv: 1.373)
{24852} -> {28204} (conf: 0.072, supp: 0.011, lift: 2.577, conv: 1.047)
{45007} -> {21903} (conf: 0.195, supp: 0.006, lift: 2.596, conv: 1.149)
{21903} -> {45007} (conf: 0.085, supp: 0.006, lift: 2.596, conv: 1.057)
{30391} -> {21903} (conf: 0.197, supp: 0.005, lift: 2.619, conv: 1.152)
{21903} -> {30391} (conf: 0.067, supp: 0.005, lift: 2.619, conv: 1.044)
{19057} -> {13176} (conf: 0.312, supp: 0.007, lift: 2.642, conv: 1.282)
{13176} -> {19057} (conf: 0.062, supp: 0.007, lift: 2.642, conv: 1.041)
{47209} -> {22935} (conf: 0.094, supp: 0.006, lift: 2.659, conv: 1.064)
{22935} -> {47209} (conf: 0.175, supp: 0.006, lift: 2.659, conv: 1.133)
{47209} -> {27966} (conf: 0.121, supp: 0.008, lift: 2.848, conv: 1.090)
{27966} -> {47209} (conf: 0.188, supp: 0.008, lift: 2.848, conv: 1.150)
{47766} -> {26209} (conf: 0.125, supp: 0.007, lift: 2.854, conv: 1.093)
{26209} -> {47766} (conf: 0.157, supp: 0.007, lift: 2.854, conv: 1.121)
{39275} -> {21137} (conf: 0.238, supp: 0.007, lift: 2.893, conv: 1.205)
{21137} -> {39275} (conf: 0.091, supp: 0.007, lift: 2.893, conv: 1.065)
{47766} -> {47626} (conf: 0.140, supp: 0.008, lift: 2.911, conv: 1.107)
{47626} -> {47766} (conf: 0.160, supp: 0.008, lift: 2.911, conv: 1.125)
{27966} -> {21137} (conf: 0.249, supp: 0.011, lift: 3.025, conv: 1.222)
{21137} -> {27966} (conf: 0.129, supp: 0.011, lift: 3.025, conv: 1.099)
{47209} -> {30391} (conf: 0.083, supp: 0.005, lift: 3.259, conv: 1.063)
{30391} -> {47209} (conf: 0.215, supp: 0.005, lift: 3.259, conv: 1.190)
{5876} -> {47209} (conf: 0.241, supp: 0.007, lift: 3.657, conv: 1.231)
{47209} -> {5876} (conf: 0.100, supp: 0.007, lift: 3.657, conv: 1.080)
{47626} -> {26209} (conf: 0.180, supp: 0.009, lift: 4.115, conv: 1.167)
{26209} -> {47626} (conf: 0.198, supp: 0.009, lift: 4.115, conv: 1.187)
{24964} -> {22935} (conf: 0.201, supp: 0.007, lift: 5.719, conv: 1.208)
{22935} -> {24964} (conf: 0.195, supp: 0.007, lift: 5.719, conv: 1.200)
{31717} -> {26209} (conf: 0.254, supp: 0.006, lift: 5.800, conv: 1.282)
{26209} -> {31717} (conf: 0.127, supp: 0.006, lift: 5.800, conv: 1.120)
Time:  37.209848799999996
