item: ('1158',) , 0.005
item: ('47626', '24964') , 0.005
item: ('18027',) , 0.005
item: ('30169',) , 0.005
item: ('27086', '24852') , 0.005
item: ('19057', '21137') , 0.005
item: ('26790',) , 0.005
item: ('5876', '21137') , 0.005
item: ('35921',) , 0.005
item: ('18441',) , 0.005
item: ('17794', '24852') , 0.005
item: ('8571',) , 0.005
item: ('32478',) , 0.005
item: ('39984',) , 0.005
item: ('26283',) , 0.005
item: ('42244',) , 0.005
item: ('21267',) , 0.005
item: ('21019',) , 0.005
item: ('12206',) , 0.005
item: ('13646',) , 0.005
item: ('44632', '24852') , 0.005
item: ('21903', '30391') , 0.005
item: ('49683', '47766') , 0.005
item: ('28465',) , 0.005
item: ('39275', '24852') , 0.005
item: ('21903', '49683') , 0.005
item: ('5818',) , 0.005
item: ('44987',) , 0.005
item: ('25340',) , 0.005
item: ('37158',) , 0.005
item: ('24852', '42265') , 0.005
item: ('24964', '47209') , 0.005
item: ('30391', '47209') , 0.005
item: ('48745',) , 0.005
item: ('35042',) , 0.005
item: ('24964', '21137') , 0.005
item: ('35547',) , 0.005
item: ('40706', '24852') , 0.005
item: ('24852', '9076') , 0.005
item: ('22935', '21137') , 0.005
item: ('26209', '13176') , 0.005
item: ('46654',) , 0.005
item: ('16349',) , 0.005
item: ('14084',) , 0.005
item: ('15937',) , 0.005
item: ('26209', '21903') , 0.005
item: ('24852', '37646') , 0.005
item: ('7021',) , 0.005
item: ('26209', '21137') , 0.005
item: ('2966',) , 0.005
item: ('43154',) , 0.005
item: ('45603',) , 0.005
item: ('13176', '42265') , 0.005
item: ('13176', '16797') , 0.005
item: ('24852', '45007') , 0.005
item: ('48205',) , 0.006
item: ('22935', '47209') , 0.006
item: ('27966', '21903') , 0.006
item: ('42450',) , 0.006
item: ('38400',) , 0.006
item: ('8277', '24852') , 0.006
item: ('10132',) , 0.006
item: ('42342',) , 0.006
item: ('38739',) , 0.006
item: ('24799',) , 0.006
item: ('2086',) , 0.006
item: ('40571',) , 0.006
item: ('17461',) , 0.006
item: ('14678',) , 0.006
item: ('19048',) , 0.006
item: ('41665',) , 0.006
item: ('10957',) , 0.006
item: ('45',) , 0.006
item: ('31683',) , 0.006
item: ('31040',) , 0.006
item: ('47209', '45007') , 0.006
item: ('25931',) , 0.006
item: ('18370',) , 0.006
item: ('43713',) , 0.006
item: ('13984',) , 0.006
item: ('26620',) , 0.006
item: ('40396',) , 0.006
item: ('32864',) , 0.006
item: ('33787',) , 0.006
item: ('44683',) , 0.006
item: ('26209', '31717') , 0.006
item: ('21903', '22935') , 0.006
item: ('8859',) , 0.006
item: ('38159',) , 0.006
item: ('24852', '24964') , 0.006
item: ('17872',) , 0.006
item: ('44422',) , 0.006
item: ('26209', '47209') , 0.006
item: ('16953',) , 0.006
item: ('35939',) , 0.006
item: ('47626', '13176') , 0.006
item: ('38456',) , 0.006
item: ('40310',) , 0.006
item: ('47734',) , 0.006
item: ('28289',) , 0.006
item: ('30450',) , 0.006
item: ('24852', '30489') , 0.006
item: ('24852', '4605') , 0.006
item: ('39812',) , 0.006
item: ('46969',) , 0.006
item: ('26940',) , 0.006
item: ('35108',) , 0.006
item: ('41290',) , 0.006
item: ('2078',) , 0.006
item: ('24964', '22935') , 0.006
item: ('3952',) , 0.006
item: ('4957',) , 0.006
item: ('23375',) , 0.006
item: ('47672',) , 0.006
item: ('37067',) , 0.006
item: ('48364',) , 0.006
item: ('23165',) , 0.007
item: ('21903', '24964') , 0.007
item: ('33120',) , 0.007
item: ('43768',) , 0.007
item: ('6046',) , 0.007
item: ('17600',) , 0.007
item: ('13176', '45007') , 0.007
item: ('13176', '37646') , 0.007
item: ('38777',) , 0.007
item: ('11182',) , 0.007
item: ('26165',) , 0.007
item: ('43772',) , 0.007
item: ('39408',) , 0.007
item: ('29447',) , 0.007
item: ('38383',) , 0.007
item: ('39275', '21137') , 0.007
item: ('47626', '21903') , 0.007
item: ('30391', '13176') , 0.007
item: ('21903', '45007') , 0.007
item: ('23734',) , 0.007
item: ('8277', '13176') , 0.007
item: ('39275', '13176') , 0.007
item: ('18523',) , 0.007
item: ('1940',) , 0.007
item: ('7948',) , 0.007
item: ('30776',) , 0.007
item: ('44910',) , 0.007
item: ('25146',) , 0.007
item: ('13176', '47766') , 0.007
item: ('36695',) , 0.007
item: ('27845', '21137') , 0.007
item: ('29987',) , 0.007
item: ('18362',) , 0.007
item: ('26209', '47766') , 0.007
item: ('24964', '13176') , 0.007
item: ('18531',) , 0.007
item: ('27966', '24852') , 0.007
item: ('24830',) , 0.007
item: ('13870',) , 0.007
item: ('21137', '47766') , 0.007
item: ('5876', '47209') , 0.007
item: ('21288',) , 0.007
item: ('43295',) , 0.007
item: ('5876', '13176') , 0.007
item: ('260',) , 0.007
item: ('890',) , 0.007
item: ('31553',) , 0.007
item: ('32655',) , 0.008
item: ('46802',) , 0.008
item: ('47626', '47766') , 0.008
item: ('22935', '13176') , 0.008
item: ('10246',) , 0.008
item: ('20842',) , 0.008
item: ('41844',) , 0.008
item: ('2295',) , 0.008
item: ('24852', '4920') , 0.008
item: ('38293',) , 0.008
item: ('39475',) , 0.008
item: ('11777',) , 0.008
item: ('1463',) , 0.008
item: ('19057', '13176') , 0.008
item: ('25659',) , 0.008
item: ('22963',) , 0.008
item: ('5025',) , 0.008
item: ('8021',) , 0.008
item: ('27966', '47209') , 0.008
item: ('42701',) , 0.008
item: ('27845', '13176') , 0.008
item: ('32689',) , 0.008
item: ('47626', '26209') , 0.008
item: ('36011',) , 0.009
item: ('31343',) , 0.009
item: ('5212',) , 0.009
item: ('21903', '47766') , 0.009
item: ('432',) , 0.009
item: ('28849',) , 0.009
item: ('14992',) , 0.009
item: ('19678',) , 0.009
item: ('42768',) , 0.009
item: ('43789',) , 0.009
item: ('8193',) , 0.009
item: ('14947',) , 0.009
item: ('46676',) , 0.009
item: ('26369',) , 0.009
item: ('33754',) , 0.009
item: ('16185',) , 0.009
item: ('19348',) , 0.009
item: ('42828',) , 0.009
item: ('45066', '24852') , 0.009
item: ('21405',) , 0.009
item: ('27845', '24852') , 0.009
item: ('27966', '21137') , 0.009
item: ('6184',) , 0.010
item: ('40604',) , 0.010
item: ('42585',) , 0.010
item: ('5479',) , 0.010
item: ('21709',) , 0.010
item: ('26209', '24852') , 0.010
item: ('16759',) , 0.010
item: ('33000',) , 0.010
item: ('21903', '47209') , 0.010
item: ('17948',) , 0.010
item: ('24852', '28204') , 0.010
item: ('24489',) , 0.010
item: ('37687',) , 0.010
item: ('24852', '49683') , 0.010
item: ('24852', '47209') , 0.010
item: ('30233',) , 0.011
item: ('42736',) , 0.011
item: ('38689',) , 0.011
item: ('34243',) , 0.011
item: ('4210',) , 0.011
item: ('9387',) , 0.011
item: ('47144',) , 0.011
item: ('196',) , 0.011
item: ('20995',) , 0.011
item: ('4799',) , 0.011
item: ('34358',) , 0.011
item: ('7781',) , 0.011
item: ('46906',) , 0.012
item: ('3957',) , 0.012
item: ('15290',) , 0.012
item: ('41220',) , 0.012
item: ('43122',) , 0.012
item: ('20114',) , 0.012
item: ('21903', '21137') , 0.012
item: ('47626', '24852') , 0.012
item: ('27344',) , 0.012
item: ('27156',) , 0.012
item: ('28199',) , 0.012
item: ('41787',) , 0.012
item: ('9839',) , 0.012
item: ('11520',) , 0.012
item: ('23909',) , 0.013
item: ('29487',) , 0.013
item: ('8424',) , 0.013
item: ('47209', '21137') , 0.013
